task_id,user_id,task_name,category,timestamp,duration_minutes,completed
3816,1040,Team sync prep,Work,2025-06-22 15:17:00,53.8,Yes
3817,1010,Code review,Work,2025-06-29 13:35:00,33.0,No
3818,1039,Team sync prep,Work,2025-01-27 15:30:00,21.7,No
3819,1020,Essay draft,STUDY,2025-05-18 06:04:00,79.2,Yes
3820,1015,Car wash,Errands ,2025-03-29 08:15:00,90.3,Yes
3821,1038,Flashcard review,Study,2025-01-10 06:53:00,69.2,Yes
3822,1040,Flashcard review,Study,2025-05-22 17:15:00,56.1,Yes
3823,1029,Flashcard review,Study,2025-05-08 12:59:00,53.3,Yes
3824,1043,Workout,Health,2025-01-02 14:13:00,37.2,Yes
3825,1010,Vacuuming,Chores,2025-03-24 21:31:00,32.7,Yes
3826,1030,Journaling,Personal,2025-03-30 06:52:00,36.7,Yes
3827,1026,Read chapter,Study,2025-04-12 14:14:00,68.7,Yes
3828,1028,Client report,Work,2025-05-04 11:52:00,8.8,No
3829,1001,Dishes,,2025-02-21 06:17:00,28.9,Yes
3830,1038,Budget spreadsheet,Work,2025-01-23 15:27:00,24.1,Yes
3831,1048,Code review,Work,2025-05-06 14:32:00,29.8,Yes
3832,1042,Sprint planning notes,Work,2025-07-12 11:01:00,,Yes
3833,1021,Grocery shopping,Chores,2025-04-22 10:01:00,20.5,Yes
3834,1048,Email cleanup,Work,2025-01-19 22:50:00,6.7,No
3835,1003,Budget review,Personal,2025-06-27 07:07:00,31.3,Yes
3836,1020,Practice problems,Study,2025-04-09 18:58:00,59.6,Yes
3837,1013,Grocery shopping,Chores,2025-06-06 10:57:00,35.6,Yes
3838,1001,Car wash,Errands,2025-03-26 08:47:00,17.0,Yes
3839,1004,Budget review,Personal,2025-07-06 19:23:00,51.3,Yes
3840,1039,Walk,Health,2025-04-16 10:11:00,28.4,Yes
3841,1004,Post office,Errands,2025-01-02 14:36:00,86.6,Yes
3842,1017,Budget spreadsheet,Work,2025-01-11 22:23:00,17.0,Yes
3843,1030,Email cleanup,Work,2025-04-10 13:25:00,18.9,Yes
3844,1036,Post office,Errands,2025-01-20 06:46:00,77.6,No
3845,1015,Team sync prep,Work,2025-05-02 13:05:00,26.2,Yes
3846,1037,Budget review,Personal,2025-04-10 21:43:00,39.7,No
3847,1049,Journaling,personal,2025-06-23 12:19:00,12.5,Yes
3848,1027,Tidy desk,Chores,2025-02-21 22:21:00,12.5,Yes
3849,1007,Call family,Personal,2025-06-07 15:49:00,5.4,No
3850,1002,Flashcard review,Study,2025-07-10 15:10:00,,No
3851,1013,Flashcard review,Study,2025-04-29 19:46:00,22.3,Yes
3852,1033,Tidy desk, Chores,2025-01-07 19:09:00,2.2,Yes
3853,1017,Laundry,Chores,2025-07-25 22:07:00,41.9,Yes
3854,1026,Dishes,Chores,2025-04-25 12:44:00,70.2,Yes
3855,1007,Client report,Work,2025-04-20 16:33:00,50.4,Yes
3856,1045,Online course module,Study,2025-01-13 20:07:00,45.0,Yes
3857,1005,Client report,Work,2025-06-04 09:08:00,24.4,Yes
3858,1021,Stretching,Health,2025-03-06 16:53:00,38.1,Yes
3859,1015,Meditation,Health,2025-07-23 19:40:00,16.4,Yes
3860,1031,Budget spreadsheet,Work,2025-07-28 07:49:00,19.3,Yes
3861,1028,Read chapter,Study,2025-02-24 12:12:00,84.8,Yes
3862,1000,Email cleanup,Work,2025-06-21 13:23:00,25.9,Yes
3863,1001,Essay draft,Study,2025-05-30 21:16:00,22.4,Yes
3864,1005,Client report,Work,2025-01-09 10:01:00,7.8,Yes
3865,1016,Meditation,Health,2025-07-09 06:08:00,16.4,No
3866,1028,Workout,Health,2025-02-14 17:51:00,23.6,Yes
3867,1003,Sprint planning notes,Work,2025-01-15 18:32:00,4.8,Yes
3868,1005,Dishes,Chores,2025-04-27 10:08:00,5.8,Yes
3869,1034,Code review,Work,2025-07-18 17:58:00,15.4,Yes
3870,1028,Email cleanup,Work,2025-03-01 07:54:00,36.4,Yes
3871,1000,Journaling,Personal,2025-06-09 20:57:00,78.7,Yes
3872,1039,Team sync prep,Work,2025-05-25 08:18:00,7.1,Yes
3873,1035,Post office,Errands,2025-02-02 20:27:00,18.9,Yes
3874,1005,Post office,Errands,2025-04-25 08:26:00,6.1,Yes
3875,1015,Grocery shopping,Chores,2025-06-30 11:18:00,26.4,Yes
3876,1025,Essay draft,Study,2025-01-03 19:03:00,38.4,No
3877,1039,Client report,Work,2025-04-05 21:05:00,106.1,Yes
3878,1022,Post office,Errands,2025-03-07 15:40:00,43.1,No
3879,1006,Practice problems,Study,2025-01-11 21:30:00,35.9,Yes
3880,1041,Vacuuming,Chores,2025-05-18 07:07:00,38.5,No
3881,1002,Call family,personal,2025-05-07 19:24:00,15.5,Yes
3882,1041,Meal prep,Health,2025-03-05 11:43:00,60.2,Yes
3883,1025,Flashcard review,,2025-04-01 13:43:00,60.5,Yes
3884,1043,Online course module, study,2025-02-27 15:25:00,40.2,Yes
3885,1032,Code review,Work,2025-03-20 07:35:00,29.4,Yes
3886,1011,Email cleanup,Work,2025-02-07 14:16:00,83.0,Yes
3887,1036,Meditation, health,2025-03-12 09:23:00,88.7,Yes
3888,1031,Stretching,,2025-02-24 22:16:00,36.7,Yes
3889,1028,Workout,Health,2025-02-07 10:39:00,58.2,Yes
3890,1006,Vacuuming,Chores,2025-07-04 07:13:00,98.9,Yes
3891,1002,Car wash,Errands,2025-07-23 20:16:00,40.1,Yes
3892,1009,Post office,errand,2025-03-02 15:58:00,35.9,Yes
3893,1034,Read chapter,Study,2025-03-13 10:24:00,,Yes
3894,1033,Laundry,Chores,2025-03-11 16:40:00,13.5,Yes
3895,1034,Laundry,Chores,2025-01-18 21:26:00,28.6,Yes
3896,1044,Tidy desk,chores,2025-01-24 12:58:00,30.9,Yes
3897,1027,Call family,Personal,2025-04-14 08:27:00,34.6,Yes
3898,1006,Team sync prep,Work,2025-05-31 21:07:00,65.1,Yes
3899,1026,Call family,,2025-04-12 17:22:00,70.8,Yes
3900,1026,Laundry,Chores,2025-03-29 08:37:00,14.8,Yes
3901,1013,Dishes,,2025-01-23 06:19:00,39.2,Yes
3902,1037,Client report,WORK,2025-02-09 07:53:00,11.2,Yes
3903,1049,Budget spreadsheet,Work,2025-04-16 16:17:00,33.3,Yes
3904,1011,Laundry,Chore,2025-05-28 10:41:00,4.0,Yes
3905,1048,Essay draft,Study,2025-03-06 19:20:00,17.0,Yes
3906,1008,Essay draft,Study,2025-04-04 18:53:00,10.7,Yes
3907,1023,Budget review,Personal,2025-01-05 15:04:00,,Yes
3908,1030,Tidy desk,Chores,2025-06-30 14:53:00,9.7,Yes
3909,1034,Walk,Health,2025-07-27 09:18:00,29.2,Yes
3910,1049,Laundry, Chores,2025-01-04 07:21:00,21.2,Yes
3911,1015,Dishes,Chores,2025-05-23 16:57:00,88.7,Yes
3912,1046,Car wash,Errands,2025-05-20 22:41:00,5.3,Yes
3913,1007,Laundry,Chores,2025-03-12 06:08:00,70.9,Yes
3914,1048,Practice problems,Study,2025-02-18 09:31:00,17.9,Yes
3915,1019,Online course module,Study ,2025-03-04 10:34:00,19.8,Yes
3916,1025,Client report,,2025-03-06 11:40:00,68.1,Yes
3917,1031,Client report,Work,2025-04-24 17:58:00,14.3,Yes
3918,1004,Practice problems,Study,2025-03-26 19:49:00,9.0,Yes
3919,1002,Stretching,Health,2025-03-28 20:06:00,65.7,Yes
3920,1002,Stretching,Health,2025-02-25 17:26:00,16.1,No
3921,1038,Code review,Work,2025-06-03 14:41:00,89.8,No
3922,1042,Team sync prep,Work,2025-05-13 19:48:00,90.0,Yes
3923,1009,Sprint planning notes,Work,2025-02-15 17:03:00,29.7,Yes
3924,1008,Post office,Errands,2025-01-25 17:02:00,30.0,Yes
3925,1043,Team sync prep,work,2025-03-15 17:01:00,13.0,Yes
3926,1048,Dishes,Chore,2025-05-24 14:44:00,15.2,Yes
3927,1025,Grocery shopping,CHORES,2025-01-27 09:20:00,77.8,Yes
3928,1001,Flashcard review,Study,2025-01-21 08:39:00,9.0,Yes
3929,1024,Laundry,Chores,2025-07-14 11:57:00,37.3,Yes
3930,1039,Laundry,Chores,2025-01-27 07:38:00,38.4,Yes
3931,1043,Client report,Work,2025-02-07 21:54:00,28.4,Yes
3932,1017,Practice problems,Study,2025-04-20 06:27:00,39.2,Yes
3933,1030,Essay draft,,2025-05-10 22:36:00,29.5,Yes
3934,1008,Laundry,Chores,2025-05-04 07:17:00,149.79999999999998,Yes
3935,1013,Budget spreadsheet,Work,2025-05-13 11:05:00,17.3,Yes
3936,1031,Sprint planning notes,Work,2025-01-28 12:47:00,6.1,Yes
3937,1034,Practice problems,Study,2025-05-16 09:09:00,59.7,Yes
3938,1033,Code review,Work,2025-02-09 11:25:00,,Yes
3939,1032,Meditation,Health,2025-06-17 21:51:00,4.3,Yes
3940,1020,Client report,Work,2025-04-09 19:25:00,32.0,Yes
3941,1019,Sprint planning notes,Work,2025-06-29 08:30:00,30.2,Yes
3942,1002,Flashcard review,Study,2025-06-29 08:53:00,26.3,Yes
3943,1015,Bank visit,Errands ,2025-04-24 17:24:00,20.4,Yes
3944,1029,Online course module,Study,2025-04-06 12:06:00,6.4,No
3945,1011,Laundry,Chores,2025-03-03 19:25:00,17.1,Yes
3946,1032,Email cleanup,Work,2025-03-19 16:33:00,12.5,Yes
3947,1038,Tidy desk,Chore,2025-06-21 17:05:00,29.0,Yes
3948,1003,Code review,Work,2025-02-06 20:52:00,56.6,Yes
3949,1032,Client report,Work,2025-04-30 13:02:00,2.6,Yes
3950,1040,Essay draft,Study,2025-03-21 15:49:00,18.6,Yes
3951,1048,Budget spreadsheet,Work,2025-04-04 20:30:00,8.4,Yes
3952,1045,Car wash,Errands,2025-01-03 22:48:00,25.9,Yes
3953,1025,Bank visit,errand,2025-02-10 18:52:00,51.0,Yes
3954,1035,Stretching, health,2025-05-25 20:26:00,36.2,Yes
3955,1009,Meal prep,Health,2025-06-13 16:17:00,78.7,Yes
3956,1011,Car wash, errands,2025-04-08 16:52:00,12.8,Yes
3957,1030,Tidy desk,Chores,2025-06-10 09:08:00,18.1,Yes
3958,1021,Read chapter, study,2025-02-13 06:15:00,34.3,Yes
3959,1012,Vacuuming,Chores,2025-01-27 18:24:00,17.6,Yes
3960,1016,Tidy desk,chores,2025-03-07 22:12:00,53.2,Yes
3961,1033,Online course module,Study,2025-01-30 16:46:00,52.3,Yes
3962,1007,Budget review,Personal,2025-02-09 11:14:00,27.1,No
3963,1021,Essay draft,Study,2025-01-07 22:49:00,9.7,Yes
3964,1035,Essay draft,Study,2025-01-10 07:00:00,18.1,Yes
3965,1006,Email cleanup,Work,2025-01-01 15:31:00,21.6,Yes
3966,1049,Post office,Errands,2025-05-06 15:51:00,22.7,Yes
3967,1036,Pharmacy pickup,Errands,2025-02-07 18:55:00,14.6,Yes
3968,1029,Laundry,,2025-06-04 09:32:00,59.3,No
3969,1022,Email cleanup,,2025-01-19 15:30:00,30.2,Yes
3970,1028,Code review,Work,2025-07-27 15:29:00,32.6,No
3971,1036,Practice problems,Study,2025-01-26 19:07:00,,Yes
3972,1015,Vacuuming,Chores,2025-05-12 18:25:00,4.3,Yes
3973,1019,Laundry,Chores,2025-02-17 09:32:00,45.7,Yes
3974,1033,Workout,Health ,2025-03-18 06:55:00,18.8,Yes
3975,1007,Workout,Health,2025-06-11 15:09:00,31.5,Yes
3976,1009,Grocery shopping,Chores,2025-07-13 14:47:00,60.0,Yes
3977,1044,Client report,Work,2025-04-09 15:06:00,27.1,Yes
3978,1034,Read chapter,Study,2025-07-13 06:21:00,23.6,Yes
3979,1040,Laundry,Chores,2025-07-16 12:14:00,18.2,Yes
3980,1035,Grocery shopping,Chores,2025-07-16 14:57:00,30.7,Yes
3981,1014,Laundry,Chores,2025-04-20 20:46:00,40.8,Yes
3982,1016,Call family,Personal,2025-03-29 11:16:00,22.3,Yes
3983,1027,Essay draft,Study,2025-05-15 13:23:00,40.6,No
3984,1028,Client report,Work,2025-03-14 16:57:00,1.8,Yes
3985,1037,Practice problems, study,2025-04-06 20:07:00,19.3,Yes
3986,1024,Client report,Work,2025-07-27 13:10:00,62.4,No
3987,1022,Team sync prep,Work,2025-02-02 09:21:00,36.3,Yes
3988,1021,Grocery shopping,Chores,2025-01-13 09:00:00,19.3,Yes
3989,1030,Pharmacy pickup,Errands,2025-05-06 09:53:00,33.3,Yes
3990,1048,Team sync prep,Work,2025-06-17 14:30:00,25.8,Yes
3991,1002,Client report,Work,2025-06-25 19:48:00,24.0,Yes
3992,1030,Code review,Work,2025-01-09 15:20:00,,Yes
3993,1006,Tidy desk, Chores,2025-02-03 18:42:00,39.6,Yes
3994,1039,Walk,,2025-07-27 07:06:00,49.5,Yes
3995,1024,Meal prep,Health,2025-06-22 09:02:00,44.5,Yes
3996,1011,Dishes,Chores,2025-07-16 09:18:00,,Yes
3997,1049,Team sync prep,Work,2025-03-31 18:27:00,7.0,Yes
3998,1046,Car wash, errands,2025-04-14 10:58:00,29.9,Yes
3999,1037,Read chapter,Study,2025-06-06 10:04:00,47.4,Yes
4000,1022,Team sync prep,Work,2025-01-10 21:31:00,67.2,Yes
4001,1027,Meal prep,Health,2025-05-12 12:58:00,57.1,Yes
4002,1038,Online course module,Study,2025-04-25 09:17:00,26.8,Yes
4003,1039,Essay draft,Study,2025-05-07 15:33:00,21.4,No
4004,1036,Budget spreadsheet,Work,2025-05-04 16:40:00,25.8,Yes
4005,1003,Online course module,Study,2025-03-05 16:00:00,47.8,Yes
4006,1032,Vacuuming,Chore,2025-07-17 07:08:00,33.5,Yes
4007,1045,Sprint planning notes,Work ,2025-03-27 10:26:00,19.8,Yes
4008,1011,Online course module,Study ,2025-02-10 11:35:00,,Yes
4009,1009,Call family,Personal,2025-06-10 15:11:00,89.2,Yes
4010,1008,Practice problems,Study,2025-01-25 17:26:00,701.0,Yes
4011,1019,Read for fun,Personal,2025-07-12 18:21:00,100.3,Yes
4012,1013,Post office,errand,2025-02-16 17:31:00,25.2,Yes
4013,1032,Email cleanup,Work,2025-07-09 13:41:00,37.0,Yes
4014,1044,Tidy desk,Chores,2025-06-11 18:50:00,6.8,Yes
4015,1020,Call family,Personal,2025-06-12 20:05:00,737.0,Yes
4016,1041,Laundry,Chores,2025-06-26 10:26:00,32.3,Yes
4017,1048,Practice problems,Study,2025-02-26 14:33:00,34.8,Yes
4018,1034,Pharmacy pickup,Errands ,2025-06-22 19:53:00,,No
4019,1000,Read for fun,personal,2025-06-10 14:02:00,,Yes
4020,1007,Dishes,,2025-06-09 19:29:00,25.5,Yes
4021,1025,Budget spreadsheet,Work,2025-03-29 16:11:00,25.7,Yes
4022,1029,Workout,Health,2025-06-08 08:48:00,25.9,Yes
4023,1014,Budget spreadsheet,Work,2025-04-09 22:58:00,41.1,Yes
4024,1033,Read chapter,Study,2025-04-17 11:20:00,12.4,Yes
4025,1005,Online course module,,2025-04-06 06:34:00,33.2,Yes
4026,1026,Budget spreadsheet,Work,2025-01-15 06:57:00,13.9,Yes
4027,1030,Post office,Errands,2025-02-22 10:20:00,39.8,Yes
4028,1016,Vacuuming,Chores,2025-06-02 07:17:00,13.1,Yes
4029,1008,Flashcard review,Study,2025-05-27 06:37:00,47.5,No
4030,1038,Stretching,Health,2025-04-30 14:18:00,12.5,Yes
4031,1048,Flashcard review,Study,2025-07-21 13:56:00,61.0,Yes
4032,1013,Stretching,Health,2025-02-22 13:36:00,,Yes
4033,1033,Essay draft,Study,2025-02-19 21:41:00,145.2,Yes
4034,1020,Grocery shopping,Chores,2025-07-18 21:49:00,67.5,Yes
4035,1021,Pharmacy pickup,Errands,2025-07-14 20:35:00,13.5,Yes
4036,1005,Meal prep,Health,2025-02-11 13:39:00,,Yes
4037,1017,Practice problems,,2025-05-23 08:25:00,13.5,Yes
4038,1043,Sprint planning notes,Work,2025-03-06 13:15:00,41.9,Yes
4039,1042,Team sync prep,Work ,2025-05-21 14:08:00,74.3,Yes
4040,1044,Car wash,Errands,2025-02-20 08:06:00,23.7,Yes
4041,1018,Call family,Personal,2025-03-09 10:01:00,19.9,Yes
4042,1014,Meditation,Health,2025-05-05 18:51:00,4.4,Yes
4043,1025,Code review,Work,2025-05-18 07:37:00,,Yes
4044,1043,Meal prep,Health,2025-07-26 20:00:00,39.2,Yes
4045,1020,Walk,Health,2025-05-11 20:09:00,42.0,Yes
4046,1034,Essay draft,Study,2025-01-10 12:09:00,40.3,Yes
4047,1002,Tidy desk,Chores,2025-04-13 11:17:00,39.7,Yes
4048,1022,Post office,Errands ,2025-06-01 10:21:00,55.8,Yes
4049,1041,Sprint planning notes,Work,2025-05-14 18:54:00,85.8,Yes
4050,1019,Grocery shopping,Chores,2025-01-03 17:15:00,19.1,Yes
4051,1047,Bank visit,Errands,2025-07-18 14:13:00,,No
4052,1030,Code review,work,2025-03-13 22:26:00,2.8,Yes
4053,1033,Dishes,Chores,2025-01-07 14:46:00,54.0,No
4054,1027,Call family,Personal,2025-03-25 15:20:00,10.9,Yes
4055,1027,Email cleanup,Work,2025-05-02 21:19:00,15.0,Yes
4056,1024,Dishes,Chores,2025-04-09 13:53:00,8.5,Yes
4057,1047,Budget review,Personal,2025-03-17 10:50:00,15.3,Yes
4058,1036,Online course module,Study,2025-04-21 06:55:00,16.2,Yes
4059,1038,Bank visit,Errands,2025-07-01 11:27:00,839.0,Yes
4060,1018,Essay draft,Study,2025-02-03 09:34:00,75.3,Yes
4061,1021,Essay draft,Study,2025-05-29 07:59:00,39.7,Yes
4062,1040,Call family,Personal,2025-01-24 19:45:00,,Yes
4063,1021,Code review,Work,2025-02-12 08:15:00,63.7,Yes
4064,1024,Stretching,Health,2025-05-29 08:25:00,31.5,Yes
4065,1027,Vacuuming,Chores,2025-06-04 08:29:00,,Yes
4066,1047,Bank visit, errands,2025-05-10 09:46:00,78.8,Yes
4067,1023,Client report,Work ,2025-06-14 18:20:00,23.3,Yes
4068,1048,Budget spreadsheet,Work,2025-03-28 07:57:00,,Yes
4069,1041,Client report,,2025-01-31 09:33:00,58.4,Yes
4070,1040,Practice problems,Study,2025-05-19 10:27:00,42.5,Yes
4071,1019,Tidy desk,Chores,2025-05-24 13:43:00,3.7,Yes
4072,1034,Practice problems,,2025-01-26 11:37:00,15.8,Yes
4073,1005,Sprint planning notes,work,2025-04-09 22:31:00,,Yes
4074,1041,Walk,Health,2025-01-04 22:38:00,27.0,Yes
4075,1017,Client report,Work,2025-02-18 20:38:00,8.5,Yes
4076,1034,Dishes, Chores,2025-01-05 18:44:00,24.1,Yes
4077,1022,Client report,Work,2025-01-11 16:40:00,82.6,Yes
4078,1011,Bank visit,,2025-07-14 13:35:00,40.6,Yes
4079,1046,Meal prep,Health,2025-07-15 20:25:00,24.8,Yes
4080,1014,Online course module,Study,2025-05-02 17:07:00,8.5,Yes
4081,1010,Sprint planning notes,Work,2025-07-21 11:47:00,70.1,Yes
4082,1030,Sprint planning notes,Work,2025-02-12 22:41:00,3.4,Yes
4083,1044,Essay draft,Study,2025-01-27 21:23:00,,Yes
4084,1023,Team sync prep,Work,2025-04-10 07:30:00,31.4,Yes
4085,1012,Online course module,Study,2025-03-04 08:06:00,28.6,Yes
4086,1020,Essay draft,Study,2025-03-02 19:34:00,39.8,No
4087,1027,Meditation,Health ,2025-05-11 09:13:00,32.2,No
4088,1004,Sprint planning notes,Work,2025-05-28 22:59:00,,Yes
4089,1029,Stretching,Health,2025-06-04 15:11:00,16.6,Yes
4090,1047,Flashcard review,Study,2025-02-16 21:50:00,101.9,Yes
4091,1040,Meal prep,Health,2025-04-25 07:28:00,38.6,Yes
4092,1004,Grocery shopping,CHORES,2025-05-08 06:51:00,16.5,Yes
4093,1028,Online course module,Study,2025-01-27 11:07:00,72.5,No
4094,1037,Team sync prep,Work,2025-02-17 16:38:00,17.7,Yes
4095,1048,Essay draft,Study,2025-01-07 16:12:00,8.9,Yes
4096,1002,Tidy desk,Chores,2025-05-09 09:21:00,13.7,Yes
4097,1026,Practice problems,Study,2025-01-26 16:49:00,9.5,Yes
4098,1004,Practice problems,Study,2025-04-03 18:46:00,33.3,Yes
4099,1021,Essay draft, study,2025-06-15 14:37:00,67.5,Yes
4100,1018,Team sync prep,Work,2025-06-12 18:55:00,14.0,Yes
4101,1044,Email cleanup,Work,2025-06-30 07:46:00,40.0,Yes
4102,1004,Email cleanup,WORK,2025-03-31 14:07:00,9.7,Yes
4103,1026,Essay draft,Study,2025-01-26 11:33:00,24.9,Yes
4104,1048,Grocery shopping,Chores,2025-02-01 17:25:00,30.9,Yes
4105,1039,Code review,Work,2025-07-06 13:19:00,45.2,Yes
4106,1041,Code review,Work,2025-06-04 21:19:00,10.3,Yes
4107,1041,Team sync prep,work,2025-07-26 10:38:00,99.0,Yes
4108,1014,Post office,Errands,2025-01-25 21:45:00,29.8,Yes
4109,1032,Email cleanup,Work,2025-02-15 11:53:00,53.5,Yes
4110,1046,Client report,Work,2025-03-04 06:55:00,24.7,Yes
4111,1019,Stretching,Health,2025-02-16 08:00:00,32.6,Yes
4112,1037,Walk,Health,2025-06-03 09:31:00,65.2,Yes
4113,1001,Workout,,2025-02-01 20:29:00,68.9,Yes
4114,1008,Laundry,Chores,2025-06-12 13:28:00,46.3,Yes
4115,1044,Flashcard review,Study,2025-02-25 21:59:00,15.8,Yes
4116,1011,Budget spreadsheet,Work,2025-05-03 22:57:00,94.8,Yes
4117,1039,Dishes,Chores,2025-01-26 22:47:00,22.9,No
4118,1026,Call family,Personal,2025-06-08 13:22:00,50.4,Yes
4119,1000,Read for fun,personal,2025-07-18 15:00:00,9.6,No
4120,1006,Code review,Work,2025-02-10 20:49:00,40.5,No
4121,1001,Grocery shopping,Chores,2025-01-17 18:56:00,126.5,Yes
4122,1040,Car wash,Errands,2025-07-24 13:34:00,5.4,Yes
4123,1007,Budget spreadsheet,Work,2025-02-19 17:51:00,30.8,Yes
4124,1013,Laundry,Chores,2025-07-04 17:02:00,,No
4125,1012,Read chapter,Study,2025-03-03 15:05:00,35.5,Yes
4126,1043,Journaling,Personal,2025-06-13 15:40:00,52.9,Yes
4127,1049,Car wash,Errands,2025-03-26 18:36:00,82.7,Yes
4128,1019,Sprint planning notes,Work,2025-07-04 19:40:00,42.3,No
4129,1047,Pharmacy pickup,Errands,2025-04-02 18:31:00,43.4,Yes
4130,1037,Stretching,Health,2025-02-26 12:52:00,72.8,Yes
4131,1008,Car wash,Errands,2025-03-15 16:56:00,13.7,Yes
4132,1033,Flashcard review,Study,2025-03-13 13:15:00,472.5,Yes
4133,1023,Journaling,Personal,2025-06-17 06:13:00,31.9,Yes
4134,1022,Call family,Personal,2025-02-04 12:00:00,6.7,No
4135,1047,Post office,,2025-05-20 18:52:00,70.1,No
4136,1027,Email cleanup,,2025-04-25 09:55:00,61.8,Yes
4137,1046,Online course module,Study,2025-04-11 13:09:00,43.7,Yes
4138,1008,Budget review,Personal,2025-07-10 19:17:00,17.4,No
4139,1016,Practice problems,Study,2025-05-09 09:26:00,41.4,Yes
4140,1021,Essay draft,Study,2025-03-26 19:03:00,,Yes
4141,1024,Email cleanup,Work,2025-04-24 15:37:00,24.7,Yes
4142,1035,Budget review,Personal,2025-04-05 13:33:00,25.8,Yes
4143,1032,Team sync prep,Work,2025-07-04 17:12:00,14.4,Yes
4144,1036,Workout,Health,2025-07-15 22:35:00,27.2,Yes
4145,1026,Tidy desk,Chores,2025-05-21 09:56:00,17.0,Yes
4146,1044,Tidy desk,chores,2025-01-24 12:58:00,30.9,Yes
4147,1032,Journaling,Personal,2025-06-01 14:42:00,39.0,Yes
4148,1001,Walk,Health,2025-02-14 18:07:00,13.9,Yes
4149,1023,Essay draft,Study,2025-04-21 21:19:00,25.5,Yes
4150,1029,Essay draft,Study,2025-02-17 15:37:00,39.2,Yes
4151,1007,Team sync prep,Work,2025-01-26 13:48:00,21.2,No
4152,1021,Car wash,Errands,2025-06-05 13:03:00,7.0,Yes
4153,1048,Bank visit,Errands,2025-07-01 11:30:00,35.9,Yes
4154,1002,Read chapter,Study,2025-04-21 06:52:00,24.3,Yes
4155,1003,Grocery shopping,Chores,2025-04-13 22:41:00,48.9,Yes
4156,1035,Walk,Health,2025-05-26 16:30:00,8.6,Yes
4157,1021,Client report,Work,2025-07-13 06:12:00,53.5,No
4158,1018,Client report,Work,2025-05-27 15:55:00,47.5,Yes
4159,1045,Meditation,Health,2025-04-12 19:09:00,7.0,Yes
4160,1001,Read for fun,Personal,2025-02-11 09:07:00,20.1,Yes
4161,1043,Budget spreadsheet,Work,2025-01-20 07:31:00,,Yes
4162,1013,Online course module,Study,2025-04-14 21:18:00,10.0,Yes
4163,1041,Client report,Work,2025-07-22 12:28:00,57.4,No
4164,1024,Essay draft,Study,2025-02-25 20:08:00,35.2,No
4165,1016,Budget spreadsheet,Work,2025-01-30 16:08:00,40.8,Yes
4166,1031,Dishes,Chores,2025-01-27 17:42:00,280.8,Yes
4167,1016,Sprint planning notes,Work,2025-01-11 08:17:00,22.9,Yes
4168,1040,Car wash,Errands,2025-06-01 10:10:00,65.9,Yes
4169,1005,Laundry,CHORES,2025-07-25 07:00:00,29.3,No
4170,1032,Sprint planning notes,Work,2025-03-05 21:24:00,29.9,Yes
4171,1043,Tidy desk,Chores,2025-01-08 22:11:00,46.8,Yes
4172,1002,Client report,Work,2025-03-13 22:30:00,20.7,No
4173,1005,Call family,Personal,2025-02-24 21:27:00,26.7,No
4174,1011,Team sync prep,Work,2025-04-24 20:29:00,5.6,Yes
4175,1032,Meditation,Health,2025-05-24 13:16:00,45.7,Yes
4176,1031,Budget spreadsheet,Work,2025-07-28 12:35:00,55.2,Yes
4177,1033,Budget spreadsheet,Work,2025-05-21 14:26:00,64.1,Yes
4178,1041,Budget review,personal,2025-02-06 15:35:00,11.5,No
4179,1032,Bank visit,Errands,2025-02-15 08:36:00,1.5,Yes
4180,1007,Flashcard review,Study,2025-01-01 20:31:00,30.3,Yes
4181,1016,Laundry,Chores,2025-01-25 15:17:00,2.0,Yes
4182,1014,Flashcard review,Study,2025-02-04 20:01:00,38.3,Yes
4183,1025,Client report,Work,2025-01-10 19:43:00,12.5,Yes
4184,1046,Email cleanup,Work,2025-06-19 09:44:00,34.6,Yes
4185,1000,Journaling,Personal,2025-04-28 22:38:00,14.5,Yes
4186,1049,Practice problems,Study,2025-01-25 13:25:00,33.7,No
4187,1048,Email cleanup,Work,2025-04-25 15:59:00,,Yes
4188,1032,Online course module,Study,2025-02-18 20:50:00,,Yes
4189,1009,Stretching,Health,2025-01-04 07:09:00,56.3,Yes
4190,1047,Practice problems,Study,2025-02-28 13:15:00,48.2,Yes
4191,1010,Sprint planning notes,Work,2025-03-27 11:36:00,33.9,Yes
4192,1014,Vacuuming,Chores,2025-03-03 17:55:00,12.9,Yes
4193,1035,Meal prep,Health,2025-07-10 15:15:00,16.2,Yes
4194,1033,Practice problems,Study,2025-05-24 12:37:00,11.3,No
4195,1026,Tidy desk,Chores,2025-07-13 18:28:00,76.0,Yes
4196,1025,Dishes,CHORES,2025-07-10 09:11:00,34.0,No
4197,1034,Email cleanup,Work ,2025-07-01 17:51:00,7.5,Yes
4198,1045,Client report,Work,2025-07-02 09:27:00,30.7,No
4199,1017,Email cleanup,WORK,2025-06-02 11:49:00,15.8,Yes
4200,1017,Client report,Work,2025-02-28 07:38:00,14.1,Yes
4201,1021,Sprint planning notes,Work,2025-04-09 10:15:00,97.5,Yes
4202,1021,Essay draft,Study,2025-05-04 08:29:00,7.0,Yes
4203,1036,Sprint planning notes,Work ,2025-05-04 14:14:00,30.4,No
4204,1049,Flashcard review,Study,2025-04-07 10:39:00,34.9,Yes
4205,1001,Pharmacy pickup,Errands ,2025-06-25 08:57:00,7.4,No
